# Location database data run 2014 Oct 7
# =====================================================================================================================
# On tethys:
#
# \f |
# \a
# select l.*,n.easting,n.northing from location_data l left outer join naptan n on l.crs=n.crscode order by location;
# =====================================================================================================================
id|location|crs|nlc|tiploc|stanox|station|delay_monitor_point|data|notes|easting|northing
10885|Stratford Low Level Signal S613||696921|STFD613|52232|f|f|f|||
10886|Stratford Low Level Signal S616||696102|STFD616|52232|f|f|f|||
10887|Stratford LT||071900|STRATFD||f|f|f|||
10888|Stratford Market||693700|STFDMRK|52229|f|f|f|||
10889|Stratford Market B&S Acids||693711|STFDMBS||f|f|f|||
10890|Stratford Old Yard Carriage Holding SidingsSTANOX reused for Lea Interchange Sidings|XSV|696922|STFDOCS|52210|f|f|f|||
10891|Stratford Repair Depot||696911|STFDRPD|52228|f|f|f|||
10892|Stratford Road Railer Area||694410|STFDRRA|52220|f|f|f|||
10895|Stratford Signal L156||696917|STFD156|52218|f|f|f|||
10896|Stratford Signal L251||696905|STFD251|52216|f|f|f|||
10897|Stratford Signal L259||696903|STFD259|52223|f|f|f|||
10898|Stratford Signal L261||696904|STFD261|52225|f|f|f|||
10899|Stratford Signal L295||696906|STFD295|52231|f|f|f|||
10902|Stratford Signal L5073||696926|STFD073|52603|f|f|f|||
10893|Stratford Signal L53||696915|STFDS53||f|f|f|||
10894|Stratford Signal L68||696924|STFDS68|52224|f|f|f|||
10900|Stratford Signal L701||696918|STFD701|52204|f|f|f|||
10901|Stratford Signal L703||696919|STFD703|52205|f|f|f|||
10903|Stratford Traction Maintenance Depot|XSR|693660|STFDMPD|52230|f|f|f|||
10904|Stratford Traction Maintenance Depot (Stored Loco Siding)||||52231|f|f|f|||
10905|Stratford-Upon-Avon|SAV|455800|SOAV|66451|t|f|f||419490|255150
10906|Stratford-Upon-Avon East||455802|SOAVEST|66450|f|f|f|||
10907|Stratford-Upon-Avon Leisure Centre|XZE|455803|SOAVBUS||f|f|f|||
10908|Stratford Wabtec||||52221|f|f|f|||
10909|Strathcarron|STC|867300|STCN|1077|t|f|f||194231|842124
10910|Strathcarron Civil Engineernulls Sidings||867361|STCNCE|1085|f|f|f|||
10911|Strathcarron Level Crossing||867310|STCNLC|1077|f|f|f|||
10912|Strawberry Hill|STW|560700|STRWBYH|87134|t|f|f||515520|172415
10913|Strawberry Hill Carriage Servicing Depot|XSX|560712|STRWBHD|87151|f|f|f|||
10914|Strawberry Hill Signal F419||560702|STRW419|87173|f|f|f|||
10915|Strawberry Hill Tunnel||523067|STWHTNL|89376|f|f|f|||
10916|Streatham|STE|538300|STRETHM|87613|t|t|t||530000|171300
10917|Streatham Common|SRC|538400|STRHCOM|87631|t|f|t||529710|170505
10918|Streatham Hill|SRH|543500|STRHILL|87621|t|f|f||530270|172685
10919|Streatham Hill Carriage Servicing Depot|XSS|543511|STRHCSD|87620|f|f|f|||
10920|Streatham Hill Down Siding||543517|STRHDS|87620|f|f|f|||
10921|Streatham Hill Exit||543518|STRHEX|87620|f|f|f|||
10922|Streatham Hill Shed||543519|STRHSH|87620|f|f|f|||
10923|Streatham Hill Up Siding||543520|STRHUS|87620|f|f|f|||
10924|Streatham Junction||538359|STRETJN|87618|f|f|f|||
10925|Streatham North Junction||538362|STRENJN|87616|f|f|f|||
10926|Streatham South Junction||538360|STRESJN|87617|f|f|t|||
10927|Streatham South Junction Signal VC171||538363|STRE171|87617|f|f|t|||
10928|Streethouse|SHC|854300|STHS|18032|t|f|f||439725|420132
10929|Street Leigh Road/Crispin Hall|XCU|323165|STETLEI||f|f|f|||
10930|Street Library||323170|STETLIB||f|f|f|||
10931|Stretford|SRF|281000|SFRD||t|f|f|||
10932|Strines|SRN|283400|STRINES|32554|t|f|f||397841|386465
10933|Stromeferry|STF|867400|STRMFRY|1075|t|f|f||186467|834667
10934|Stromness|SOS|903400|SNSS||t|f|f|||
10935|Strood|SOO|519100|STROOD|88801|t|t|t||574027|169356
10936|Strood Coal Concentration Depot|||STRODCD||f|f|f|||
10937|Strood FRT||||88802|f|f|f|||
10938|Strood Shunt Signal NK1625||519103|STRO625|88803|f|f|f|||
10939|Strood Shunt Signal NK1628||519104|STRO628|88804|f|f|f|||
10940|Strood Shunt Signal NK1630||519102|STRO630|88802|f|f|f|||
10941|Stroud|STD|477100|STRUD|68161|t|f|f||384950|205125
10942|Stroud St Marynulls Level Crossing||477101|STRUMLC|68162|f|f|f|||
10943|Struan||880110|SRUAN|1160|f|f|f|||
10944|Sturry|STU|502900|STURRY|89449|t|f|f||617746|160401
10945|Stuttgart Hafen||081612|STUTHAF|61|f|f|f|||
10946|Styal|SYA|286800|STYAL|32528|t|f|f||384090|383520
10947|Subway Junction|||SUBWAYJ||f|f|f|||
10948|Subway Junction Signal OO428|||SUBW428||f|f|f|||
10949|Succoth Viaduct||882620|SUCOTHV|6061|f|f|f|||
10950|Sudbrook Ashton Paper Mill|SAP||SDBKAPM|76058|t|f|f|||
10951|Sudbrook Pumping Station||321500|SDBKPST|76084|f|f|f|||
10952|Sudbrook St Regis Paper Mills||||76085|f|f|f|||
10953|Sudbury & Harrow Road|SUD|148300|SDBRYHR|63005|t|f|f||516885|185290
10955|Sudbury Hill Harrow|SDH|148400|SDBRYHH|63004|t|f|f||515465|185710
10954|Sudbury Hill LT|ZSH|072000|||t|f|f|||
10956|Sudbury Suffolk|SUY|709800|SUDBURY|50111|t|f|f||587723|241073
10957|Sudbury Town LT|ZSY|072100|||t|f|f|||
10959|Sudforth Lane Down GB Railfreight||854607|SDFRDGB|17994|f|f|f|||
10958|Sudforth Lane Freightliner Heavy Haul||854610|SDFRFHH|18012|f|f|f|||
10960|Sudforth Lane Loadhaul/English Welsh & Scottish Railway||854612|SDFRTLA|18011|f|f|f|||
10961|Sudforth Lane Signal Box||854613|SDFRTSB|18010|f|f|f|||
10962|Sudforth Lane Up Reception Sidings||813002|SDFRTUR|18002|f|f|f|||
10963|Sudforth Lane Up Reception Sidings Freightliner Heavy Haul||854609|SDFRUFH|17996|f|f|f|||
10964|Sugar Loaf|SUG|415700|SGRLOAF|79079|t|f|f||284500|244000
10965|Summerhouse Drive Crossing||||64816|f|f|f|||
10966|Summerston|SUM|995900|SUMRSTN|6236|t|f|f||256808|669701
10967|Summit||192361|SUMMITS||f|f|f|||
10968|Sunbury|SUU|560800|SUNBURY|87157|t|f|f||510119|169998
10969|Sunderland|SUN|764000|SNDRLND|14031|t|f|f||439705|556910
10970|Sunderland Burdon Dock Siding||764002|SNDRBDS|14032|f|f|f|||
10971|Sunderland Middle Sidings||764001|SNDRMS|14032|f|f|f|||
10972|Sunderland Monkwearmouth Signal Box||763201|SNDRMSB|14022|f|f|f|||
10973|Sunderland Port South Dock||763511|SDOCPSA|14125|f|f|f|||
10974|Sunderland Port South Dock Petrofina||763536|SDOCKPF|14131|f|f|f|||
10975|Sunderland South Dock Depot||||14124|f|f|f|||
10976|Sunderland South Dock European Metal Recycling Disposal Point||||14127|f|f|f|||
10977|Sunderland South Dock Loco Holding Sidings|||SDOCKHS||f|f|f|||
10978|Sunderland South Dock Londonderry||763516|SDOCLON|14142|f|f|f|||
10979|Sunderland South Dock Londonderry English Welsh & Scottish Railway||||14144|f|f|f|||
10980|Sunderland South Dock Terminal Complex|||SDOCK||f|f|f|||
10981|Sundridge Park|SUP|515500|SNDP|88470|t|f|f||540673|170245
10982|Sunningdale|SNG|567100|SUNNGDL|87104|t|f|f||495206|166764
10983|Sunnyhill||168701|SUNH|57451|f|f|f|||
10984|Sunnymeads|SNY|567500|SUNYMDS|87109|t|f|f||500160|175575
10985|Sunnyside Junction||975268|SUNSJN|7317|f|f|f|||
10986|Surbiton|SUR|557100|SURBITN|87171|t|f|f||518100|167300
10987|Surbiton Emergency Trailing Crossover||557103|SURBETC|87172|f|f|f|||
10988|Surbiton Signal 111||557102|SURB111||f|f|f|||
10990|Surbiton Signal WK1104||557105|SURB104|87174|f|f|f|||
10991|Surbiton Signal WK1106||557106|SURB106|87176|f|f|f|||
10989|Surbiton Signal WK534||557104|SURB534|87175|f|f|f|||
10992|Surrey Canal Road||515020|SURCNRD||f|f|f|||
10994|Surrey Quays LT|ZSU|072200|||t|f|f|||
10993|Surrey Quays(second code set used after East London Line operated as part of national network)|SQE|515040|SURREYQ|87572|t|f|f||535642|178946
10995|Surrey Quays Silwood Junction||108301|SURRQSJ|87574|f|f|f|||
10996|Sutton Bingham||583806|SUTNBIN|82348|f|f|f|||
10997|Sutton Coldfield|SUT|104400|SUTCO|65603|t|f|f||411970|296360
10998|Sutton Colliery|||SUTNC||f|f|f|||
10999|Sutton Colliery Junction Storage Sidings|||SUTNCSS||f|f|f|||
11000|Sutton Common|SUC|543600|SUTTONC|87339|t|f|t||525635|165525
11001|Sutton Oak Hayes Chemicals||234012|SOAK|35441|f|f|f|||
11002|Sutton Oak Junction|||SOAKJN||f|f|f|||
11003|Sutton Park||112000|STNPK|65531|f|f|f|||
11004|Sutton Park Aldridge||112001|STNPALD|65532|f|f|f|||
11005|Sutton Parkway|SPK|186100|STTNPWY|56237|t|f|f||450595|357700
11006|Sutton Signal VC193||538510|SUTT193|87672|f|f|f|||
11007|Sutton Signal VC195||538511|SUTT195|87672|f|f|f|||
11008|Sutton (Surrey)|SUO|538500|SUTTON|87671|t|t|t||526034|163826
11009|Sutton Weaver||229103|SUTW|36515|f|f|f|||
11010|Swadlincote Ground Frame||165203|SWADGF|57804|f|f|f|||
11011|Swainsthorpe Level Crossing||731121|SWAINTP|48993|f|f|f|||
11012|Swale|SWL|524900|SWALE|89111|t|f|t||591234|169158
11013|Swale Signal EV107||524902|SWAL107|89111|f|f|t|||
11014|Swalwell Junction|SLJ|774421|SWLWJN|13514|t|f|f|||
11015|Swanage||595800|SWNAGE|86969|f|f|f|||
11016|Swanage Motala Ground Frame||595801|SWNAMGF|86958|f|f|f|||
11017|Swanborne Sidings||136052|SWBNSDG|70312|f|f|f|||
11018|Swanley|SAY|507500|SWLY|88486|t|t|t||551016|168271
11019|Swanley Carriage Holding Sidings|XSQ|507512|SWNLYCS|88486|f|t|t|||
11020|Swanley Signal VS631||507502|SWLY631||f|f|f|||
11021|Swanley Signal VS636||507503|SWLY636||f|f|f|||
11022|Swanley Signal VS638||507504|SWLY638||f|f|f|||
11023|Swanscombe|SWM|515600|SWNSCMB|88705|t|f|f||560582|174761
11024|Swanscombe George & Dragon||515610|SWNSGD||f|f|f|||
11025|Swanscombe Sidings|||SWNSCMS||f|f|f|||
11026|Swansea|SWA|422200|SWANSEA|79304|t|f|f||265700|193600
11027|Swansea Burrows Sidings Ford Motor Company||429711|SWANFMC|7925179521|f|f|f|||
11028|Swansea Burrows Sidings Gower Chemicals (Chemicals)||||79236|f|f|f|||
11029|Swansea Burrows Sidings Gower Chemicals (Distribution)||||79237|f|f|f|||
11030|Swansea Burrows Sidings Grading Point||||79233|f|f|f|||
11031|Swansea Burrows Sidings Marcroft||||79231|f|f|f|||
11032|Swansea Burrows Sorting Sidings|SBO|429700|SWANSBS|79230|t|f|f|||
11033|Swansea Docks|SWF|422100|SWANSED|79222|t|f|f|||
11034|Swansea Docks ABP Non Shipment||422119|SWANNON|79223|f|f|f|||
11035|Swansea Docks ABP Shipment||422122|SWANABP|79224|f|f|f|||
11036|Swansea Docks ABP Shipment Coal Hoist||422121|SWNSDRG||f|f|f|||
11037|Swansea Eastern Depot|||SWANEDP||f|f|f|||
11038|Swansea Kings Dock Advenza Freight||422123|SWANKDA|79225|f|f|f|||
11039|Swansea Loop East||422252|SWANSLE|79303|f|f|f|||
11040|Swansea Loop West||422250|SWANSLW|79306|f|f|f|||
11041|Swansea Maliphant Carriage Servicing Depot|XMA|422213|SWANMCS|79305|f|f|f|||
11042|Swansea No 1 Set|||SWANN1S||f|f|f|||
11043|Swan Side Viaduct||257435|SWAVIA|29134|f|f|f|||
11044|Swan Village Lunt Comley and Pitt||||65129|f|f|f|||
11045|Swanwick|SNW|592000|SWNWICK|86225|t|f|f||451750|108720
11046|Sway|SWY|588400|SWAY|86909|t|f|f||427590|98420
11047|Swaythling|SWG|593300|SWYTHLN|86497|t|f|f||443910|115930
11048|Swinderby|SWD|635500|SWNDRBY|44073|t|f|f||486820|364390
11049|Swinderby Thorpe-On-The-Hill||635505|SWNDTHO|44071|f|f|f|||
11050|Swindon|SWI|333300|SDON|75012|t|f|f||414964|185199
11051|Swindon Austin Rover Group||333336|SDONARG|75005|f|f|f|||
11052|Swindon Austin Rover Sidings||||75009|f|f|f|||
11053|Swindon Bourton||333309|SDONBOU|74335|f|f|f|||
11054|Swindon Bus Station|XDK|333307|SDONBUS||f|f|f|||
11055|Swindon Cocklebury Yard|SCO|333311|SDONCBY|75002|t|f|f|||
11056|Swindon Control||||75900|f|f|f|||
11057|Swindon East Loop||333363|SDONEL|75015|f|f|f|||
11058|Swindon European Metals Recycling Disposals||333357|SDONEMR|75007|f|f|f|||
11059|Swindon European Metals Recycling Forwarding||||75004|f|f|f|||
11060|Swindon Freight Depot 3 & 4 Roads||||75003|f|f|f|||
11061|Swindon Freight Depot English Welsh & Scottish Railway||||75006|f|f|f|||
11062|Swindon Freight Depot Marcroft||||75000|f|f|f|||
11063|Swindon Great Western Trains Control||||75960|f|f|f|||
11064|Swindon Great Western Trains Control 1||||75970|f|f|f|||
11065|Swindon Great Western Trains Control 2||||75980|f|f|f|||
11066|Swindon Great Western Trains Control 3||||75930|f|f|f|||
11067|Swindon Hawksworth Sidings||333365|SDONHWK|75017|f|f|f|||
11068|Swindon Loco Inspection Point/Fueling Point|XSW|333380|SDONLIP|75013|f|f|f|||
11069|Swindon Loco Yard||333351|SDONLY|75019|f|f|f|||
11070|Swindon Minety Crossing(See also Minety Crossing)||332505|SDONMIN|75022|f|f|f|||
11071|Swindon New Works Depot||||75001|f|f|f|||
11072|Swindon North Sidings|||SDONNS||f|f|f|||
11073|Swindon Preymesser Advenza Freight||333383|SDONAFL|74997|f|f|f|||
11074|Swindon RHQ PT 2|SWX|333900|||t|f|f|||
11075|Swindon Signal SN227|||SDON227||f|f|f|||
11076|Swindon Signal SN30||333396|SDONS30||f|f|f|||
11077|Swindon South Marston Euro Terminal||333306|SDONTML|74337|f|f|f|||
11078|Swindon South Marston Junction||333369|SDONSMJ|74336|f|f|f|||
11079|Swindon Stores Civil Engineernulls Sidings||333373|SDONSTO|75011|f|f|f|||
11080|Swindon Stores GB Railfreight||333378|SDONSGB|74998|f|f|f|||
11081|Swindon Stratton Green||333367|SDONSTG|74999|f|f|f|||
11082|Swindon Transfer Yard|XSJ|333312|SDONTFR|75010|f|f|f|||
11083|Swindon [unknown features]||||75016|f|f|f|||
11084|Swindon Up Yard|SWX||SDONUY||t|f|f|||
11085|Swindon West Loop|SWZ|333338|SDONWL|75015|t|f|f|||
11086|Swindon Works|||SDONWKS|75014|f|f|f|||
11087|Swineshead|SWE|622800|SWSHEAD|44205|t|f|f||521840|342920
11088|Swing Bridge East||993067|SWGBGE|5039|f|f|f|||
11089|Swinton (Greater Manchester)|SNN|280000|SWNT|35146|t|f|f||377720|402070
11090|Swinton Junction||668613|SWINTNJ|24109|f|f|f|||
11091|Swinton (South Yorks)|SWN|668600|SWINTN|24108|t|f|f||446160|399060
11092|Swiss Cottage LT|ZSC|072300|||t|f|f|||
11093|Sydenham|SYD|543700|SYDENHM|87626|t|f|t||535370|171600
11094|Sydenham Hill|SYH|508500|SYDNHMH|88278|t|f|f||533540|172160
11095|Sydenham Hill Fountain Drive||508510|SYDNFD||f|f|f|||
11096|Symington Ground Frame||971100|SYMNGTN|7969|f|f|f|||
11097|Syon Lane|SYL|560900|SYONLA|87143|t|f|f||516420|177200
11098|Syston|SYS|190000|SYSTON|59024|t|f|f||462113|311120
11099|Syston East Junction||190001|SYSTNEJ|59021|f|f|f|||
11100|Syston North Junction||190002|SYSTNNJ|59020|f|f|f|||
11101|Syston South Junction||190003|SYSTNSJ|59022|f|f|f|||
11102|Tackley|TAC|319500|TACKLEY|74605|t|f|f||448450|220530
11103|Tadworth|TAD|538600|TADWTH|87708|t|f|f||523100|156200
11104|Tadworth The Avenue (By Bus)||538650|TADWBUS||f|f|f|||
11105|Taff Merthyr Colliery|||TAFFMCL|78312|f|f|f|||
11106|Taffs Well|TAF|388000|TAFFSWL|78220|t|f|f||312510|183190
11107|Tain|TAI|867600|TAIN|1044|t|f|f||278185|882385
11108|Tain Civil Engineernulls Siding||867665|TAINCE|1045|f|f|f|||
11109|Talacre||251810|TALACRE|40103|f|f|f|||
11110|Talbot Green Bus Stop|ZAG|383600|||t|f|f|||
11111|Talerddig|TDD|441201|TALRDIG|64313|t|f|f|||
11112|Talerddig Carno Level Crossing||441203|TALRCAR|64315|f|f|f|||
11113|Talerddig Cemmes Road||441205|TALRCEM|64320|f|f|f|||
11114|Talerddig Llanbrynmair||441204|TALRLLA|64316|f|f|f|||
11115|Talerddig Pontdolgoch||441202|TALRDOG|64314|f|f|f|||
11116|Tallington Dowmac||614111|TALNDOW|45004|f|f|f|||
11117|Tallington Essendine||614115|TALNESS|45001|f|f|f|||
11118|Tallington Junction||614110|TALNGTN|45002|f|f|f|||
11119|Tallington Redland Aggregates||614100|TALNRED|45003|f|f|f|||
11120|Tallington Signal P534||614102|TALN534|45015|f|f|f|||
11121|Tallington Signal P544||614101|TALN544|45014|f|f|f|||
11122|Tallington Tarmac GB Railfreight||614112|TALNGBR|45007|f|f|f|||
11123|Talsarnau|TAL|447900|TLSRNAU|64425|t|f|f||261000|336100
11124|Talybont|TLB|435500|TALB|64416|t|f|f||258660|321510
11125|Tal-y-Cafn|TLC|246300|TALYCFN|40057|t|f|f||278720|371690
11126|Tame Bridge Parkway|TAB|101000|TAMEBDG|65671|t|f|f||401710|295010
11127|Tamerton Foliot|TMF|356100|XAMFOL||t|f|f|||
11128|Tamworth High Level|TAH|132300|TMWTHHL|66002|t|f|f||421316|304460
11129|Tamworth High Level Civil Engineernulls Sidings||132311|TMWTCE|66001|f|f|f|||
11130|Tamworth Low Level|TAM|132200|TMWTHLL|69001|t|f|f||421315|304460
11131|Tank Road||980640|TANKRD|7261|f|f|f|||
11132|Tan-y-Bwlch|TYB|245001|TANY||t|f|f||264965|341560
11133|Tanygrisiau||250000|||f|f|f|||
11134|Taplow|TAP|315100|TAPLOW|74001|t|f|f||491580|181340
11135|Tapton Junction||661516|TAPTONJ|27272|f|f|f|||
11136|Tarbert Isle Of Lewis|TBT|905700|TARBERT||t|f|f|||
11137|Tarragona||087605|TARRAGN|223|f|f|f|||
11138|Tattenham Corner|TAT|538700|TATNHMC|87707|t|f|f||522590|158140
11139|Tattenham Corner Carriage Holding Sidings||538760|TATNCHS|87707|f|f|f|||
11140|Taunton|TAU|347100|TAUNTON|83009|t|f|f||322755|125460
11141|Taunton Cider Siding|TCS|346512|TAUNCSD|83012|t|f|f|||
11142|Taunton Civil Engineernulls Sidings||347176|TAUNCE|83005|f|f|f|||
11143|Taunton Concrete Works||||83003|f|f|f|||
11144|Taunton East Junction||347103|TAUNEJN|83007|f|f|f|||
11145|Taunton Fairwater PAD||||83008|f|f|f|||
11146|Taunton Freight Depot||||83001|f|f|f|||
11147|Taunton Goods Reception|TAG|347114|TAUNGDS|83000|t|f|f|||
11148|Taunton (Railway Station) West Somerset Railway||347168|TAUNTRS||f|f|f|||
11149|Taunton Signal E22||347119|TAUNE22|83009|f|f|f|||
11150|Taunton Signal E483||347184|TAUN483|83013|f|f|f|||
11151|Taunton Signal E604||347104|TAUN604|83002|f|f|f|||
11152|Taunton Signal E611||347120|TAUN611|83009|f|f|f|||
11153|Taunton Signal E617||347183|TAUN617|83009|f|f|f|||
11154|Taunton Signal E619||347182|TAUN619|83009|f|f|f|||
11155|Taunton Signal E624||347121|TAUN624|83009|f|f|f|||
11156|Taunton Station Bridge Bus Stop||347101|TAUNSBG||f|f|f|||
11157|Taunton Station Forecourt|XDQ|347111|TAUNSFC||f|f|f|||
11158|Taunton West Junction|||TAUNTWJ||f|f|f|||
11159|Tavistock Bus Station|XCV|359810|TVSTBUS||f|f|f|||
11160|Tavistock Junction|TVJ|359800|TVSTCKJ|84081|t|f|f|||
11161|Tavistock Junction||||84087|f|f|f|||
11162|Tavistock Junction Plant Depot||359850|TVSTJPD|84082|f|f|f|||
11163|Tavistock Junction Signal P132||359802|TVST132|84137|f|f|f|||
11164|Tavistock Junction Signal P197||359803|TVST197|84141|f|f|f|||
11165|Tavistock Junction Signal P199||359801|TVST199|84136|f|f|f|||
11166|Tay Bridge Down Refuge Siding||903971|TAYBDRS|3065|f|f|f|||
11167|Tay Bridge South||903970|TAYBDGS|3066|f|f|f|||
11168|Taynuilt|TAY|872700|TAYNULT|6048|t|f|f||200340|731220
11169|Taynuilt Civil Engineernulls Sidings||872760|TAYNUCE|6049|f|f|f|||
11170|Tebay||211500|TEBAY|9330|f|f|f|||
11171|Tebay Civil Engineernulls Sidings||211511|TEBAYCE|9331|f|f|f|||
11172|Teddington|TED|557200|TEDNGTN|87159|t|f|f||516019|170815
11173|Tees Civil Engineernulls Sidings||797624|TEESBAL|15403|f|f|f|||
11174|Tees Newport East Freightliner Heavy Haul||797606|TEESGFH|15414|f|f|f|||
11175|Tees Newport East Junction||797613|TEESNEJ|15415|f|f|f|||
11176|Tees New Yard||797611|TEESY|15400|f|f|f|||
11177|Tees New Yard Down Staging|||TEESDNS||f|f|f|||
11178|Tees New Yard Holding Siding||797614|TEESYHS|15401|f|f|f|||
11179|Tees New Yard Signal TY194/7/8|||TEES194||f|f|f|||
11180|Tees-Side Airport|TEA|752100|TSDARPR|15711|t|f|f||437300|513800
11181|Tees Yard CCT Forwarding||||15404|f|f|f|||
11182|Tees Yard Down Staging Freightliner Heavy Haul||797608|TEESYDS|15318|f|f|f|||
11183|Tees Yard East End||797609|TEESYEE|15406|f|f|f|||
11184|Tees Yard English Welsh & Scottish Railway Carriage & Wagon Grading||797612|TEESCW|15403|f|f|f|||
11185|Tees Yard Signal TY137||797607|TEES137|15410|f|f|f|||
11186|Teigngrace||342115|TIGNGRC|83626|f|f|f|||
11187|Teignmouth|TGM|343000|TEINMTH|83607|t|f|f||294200|73100
11188|Telford Central|TFC|469100|TELFRDC|64827|t|f|f||370285|309359
11189|Templeborough||667210|TMBOCAF|25105|f|f|f|||
11190|Templeborough BSC Reception||667214|TMBORO|25104|f|f|f|||
11191|Templecombe|TMC|583700|TMPCMB|82338|t|f|f||370785|122540
11192|Templecombe Signal Box||583761|TMPCMSB|82338|f|f|f|||
11193|Temple Hirst Junction||820124|TEMPLHJ|16480|f|f|f|||
11194|Temple LT|ZTM|072400|||t|f|f|||
11195|Temple Mills BREL||693500|TMPLBRE||f|f|f|||
11196|Temple Mills CCT Forwarding||||52201|f|f|f|||
11197|Temple Mills East Junction|XTA|694315|TMPLMEJ|52203|f|f|f|||
11198|Temple Mills East Yard (District Civil Engineer) Arrival Road||694321|TMPLMEY|52200|f|f|f|||
11200|Temple Mills Lea Interchange English Welsh & Scottish Railway||694306|TMPLLEA|52210|f|f|f|||
11199|Temple Mills Loop||694313|TMPLMLP|52199|f|f|f|||
11201|Temple Mills Loop Freightliner||694303|TMPLMFL|52199|f|f|f|||
11202|Temple Mills Orient Way Carriage Sidings|XTX|694304|TMPLOCS|52202|f|f|f|||
11203|Temple Mills Orient Way Reception Road||694308|TMPLORR|52198|f|f|f|||
11204|Temple Mills Reception Eurostar UK Ltd||154103|TMREUKL|52190|f|t|t|||
11205|Temple Mills Repair Point||||52208|f|f|f|||
11206|Temple Mills Ruckholt Road Junction||694305|TMPLRRJ|52207|f|f|f|||
11207|Temple Mills Signal S770||694301|TMPL770|52195|f|f|f|||
11208|Temple Mills Signal S906||694307|TMPL906||f|f|f|||
11209|Temple Mills Sorting Sidings|XTM|694300|TMPLMLY|52200|f|f|f|||
11210|Temple Mills Sorting Sidings Reception|TMS|694318|TMPLMRR|52200|t|f|f|||
11211|Temple Mills TP||694313|TMPLMTP|52200|f|f|f|||
11212|Temple Mills Traction Maintenance Depot||694302|TMPLTMD|52202|f|f|f|||
11213|Temple Mills West Junction||694314|TMPLMWJ|52195|f|f|f|||
11214|Temple Mills Yard||||52206|f|f|f|||
11215|Templemore|TEM|164800|||t|f|f|||
11216|Tenby|TEN|411000|TENBY|80211|t|f|f||212940|200600
11217|Tenterden Town||522062|TNTRDNT||f|f|f|||
11218|Terminus Curve Signal G606||979769|TERM606|7211|f|f|f|||
11219|Terminus Junction||979768|TERMJGW|7210|f|f|f|||
11220|Terrace Carriage Holding Sidings [Lincoln]|XTT|634011|TERCESL|44049|f|f|f|||
11221|Test Location Ainderby Steeple||886100|TESTAIN|15901|f|f|f|||
11222|Test Location Bedale||886400|TESTBED|15904|f|f|f|||
11223|Test Location Leeming Bar||886300|TESTLEE|15903|f|f|f|||
11224|Test Location Redmire||886600|TESTRED|15906|f|f|f|||
11225|Test Location Scruton||886200|TESTSCR|15902|f|f|f|||
11226|Test Location Wensley||886500|TESTWEN|15905|f|f|f|||
11227|Tetbury Long Street|TTY|036400|||t|f|f|||
11228|Teynham|TEY|519300|TEYNHAM|89149|t|f|f||595666|163108
11229|Thame|||THAME|73515|f|f|f|||
11230|Thames Ditton|THD|561000|TDITTON|87179|t|f|f||515660|166870
11231|Thames Haven Coryton Mobil Oil||745913|THMSMOB|51102|f|f|f|||
11234|Thames Haven English Welsh & Scottish Railway|THV|745900|THMSHVN|51103|t|f|f|||
